,preprocessed_Tokens,Scores
33915,took,-2088
33916,tool,-60
33917,tool,-60
33918,tool,-220
33919,tool,-44
33920,tooling,-140
33921,toolkit,-100
33922,tools,-220
33923,tools,-500
33924,tools,40
33925,tools,-244
33926,tools,-400
33927,tools,-140
33928,tools,-20
33929,tools,-1712
33930,tools,-100
33931,;,-500
33932,toolset,-1712
33933,toothpaste,-300
33934,toothpaste,-2088
33935,toothpaste,-2088
33936,toothpastes,-2088
33937,top,140
33938,top,140
33939,top,-340
33940,top,40
33941,top,-400
33942,top,-140
33943,top,-20
33944,top,-2088
33945,topic,-2088
33946,topics,-220
33947,topics,140
33948,topics,-3132
33949,topics,-268
33950,topics,-460
33951,topics,0
33952,topics,100
33953,topics,-1532
33954,topology,-100
33955,tornado,-3132
33956,torsion,1669
33957,tortuous,-60
33958,toshiba,-1932
33959,toshiba,-1932
33960,toshiba,-100
33961,total,-1932
33962,total,-220
33963,total,-220
33964,total,140
33965,total,-340
33966,total,-340
33967,total,40
33968,total,40
33969,total,-268
33970,total,-244
33971,total,-220
33972,total,-734
33973,total,-460
33974,total,-140
33975,total,0
33976,total,1669
33977,total,-300
33978,total,-291
33979,total,-1712
33980,total,-2088
33981,total,100
33982,total,-1932
33983,total,-460
33984,total,-60
33985,totaling,-220
33986,totaling,-291
33987,totalled,-220
33988,totalling,40
33989,totalling,-300
33990,totalling,-291
33991,totalling,-60
33992,totals,1669
33993,touch,-400
33994,touch,-60
33995,touch-screens,-300
33996,toumaz,100
33997,toumaz,100
33998,toumazou,100
33999,tours,-100
34000,toward,-1712
34001,towards,-2068
34002,towards,-220
34003,towards,-220
34004,towards,140
34005,towards,140
34006,towards,-100
34007,towards,-100
34008,towards,-268
34009,towards,-220
34010,towards,-460
34011,towards,-140
34012,towards,-1712
34013,towards,100
34014,towards,-60
34015,towards,-1532
34016,toxicity,140
34017,toxicity,140
34018,toximet,-20
34019,toyota,-220
34020,;,-400
34021,tp/3/sms/6/i/15880,-500
34022,traceall,-400
34023,traced,40
34024,traced,-734
34025,traced,-1532
34026,track,-340
34027,track,-44
34028,track,-3266
34029,track,-220
34030,track,-734
34031,track,-300
34032,track,-60
34033,track,-60
34034,tracking,-220
34035,tracking,-291
34036,track-record,-220
34037,tracks,1669
34038,traction,-220
34039,traction,-60
34040,traction,-60
34041,trade,-460
34042,trade,-460
34043,trade,-140
34044,trade,-60
34045,trade,-300
34046,trade,-300
34047,trade,-1532
34048,traded,-300
34049,traded,-300
34050,tradition,40
34051,traditional,-268
34052,traditional,-220
34053,traditional,1669
34054,traditional,-60
34055,traditional,-291
34056,traditional,-2088
34057,traditional,-60
34058,traditionally,-2088
34059,traffic,-3132
34060,traffic,-220
34061,traffic,-60
34062,traffic,-291
34063,train,-268
34064,train,-44
34065,train,-244
34066,train,-460
34067,train,-1532
34068,trained,-220
34069,trained,-500
34070,trained,-400
34071,trained,-1532
34072,training,-2068
34073,training,-1932
34074,training,-1932
34075,training,-220
34076,training,-220
34077,training,-220
34078,training,-420
34079,training,-420
34080,training,140
34081,training,140
34082,training,-100
34083,training,-100
34084,training,-244
34085,training,-3266
34086,training,-3266
34087,training,-734
34088,training,-400
34089,training,-400
34090,training,-140
34091,training,1669
34092,training,-300
34093,training,-60
34094,training,-60
34095,training,-291
34096,training,-291
34097,training,-1712
34098,training,-60
34099,training,100
34100,training,-300
34101,training,-300
34102,training,-1532
34103,training,-1532
34104,training,-244
34105,training,1669
34106,training,-1712
34107,training,-100
34108,training,1669
34109,training,-300
34110,training,100
34111,trains,-220
34112,tran,-734
34113,tranche,-1532
34114,transducers,-400
34115,transendotheial,-2088
34116,transfer,-1932
34117,transfer,-1932
34118,transfer,-220
34119,transfer,-220
34120,transfer,-220
34121,transfer,-420
34122,transfer,140
34123,transfer,140
34124,transfer,-500
34125,transfer,-340
34126,transfer,-3132
34127,transfer,-3132
34128,transfer,-100
34129,transfer,-100
34130,transfer,40
34131,transfer,40
34132,transfer,-268
34133,transfer,-268
34134,transfer,-44
34135,transfer,-244
34136,transfer,-220
34137,transfer,-220
34138,transfer,-734
34139,transfer,-734
34140,transfer,-460
34141,transfer,-400
34142,transfer,-400
34143,transfer,-140
34144,transfer,-140
34145,transfer,0
34146,transfer,1669
34147,transfer,1669
34148,transfer,-300
34149,transfer,-60
34150,transfer,-60
34151,transfer,-20
34152,transfer,-291
34153,transfer,-1712
34154,transfer,-1712
34155,transfer,-60
34156,transfer,-60
34157,transfer,-2088
34158,transfer,-2088
34159,transfer,100
34160,transfer,100
34161,transfer,60
34162,transfer,-60
34163,transfer,-60
34164,transfer,-300
34165,transfer,-300
34166,transfer,-300
34167,transfer,-300
34168,transfer,-1532
34169,transfer,-1532
34170,transfer-,-244
34171,transfer,-1934
34172,transfer,0
34173,transfer,-300
34174,transfer,-60
34175,transfer,-2088
34176,transfer,100
34177,transfer,140
34178,transfer,-60
34179,transfer,-1712
34180,:,-291
34181,;,-1532
34182,transferable,-100
34183,transferred,-44
34184,transferred,-60
34185,transferring,-1932
34186,transform,-734
34187,transform,-60
34188,transform,-60
34189,transform,-60
34190,transformation,-3266
34191,transformation,-244
34192,transformational,-3266
34193,transformational,-1712
34194,:,140
34195,transformed,-2068
34196,transformed,40
34197,transformed,-140
34198,transformer,40
34199,transformer,40
34200,transformers,40
34201,transforms,-60
34202,transistor,-60
34203,transistors,-100
34204,transition,-100
34205,transition,40
34206,transition,-60
34207,translate,-220
34208,translate,-268
34209,translate,-220
34210,translate,0
34211,translated,-268
34212,translated,-244
34213,translated,-20
34214,translated,-60
34215,translating,-340
34216,translating,-268
34217,translating,100
34218,translation,-420
34219,translation,-340
34220,translation,-100
34221,translation,-734
34222,translation,0
34223,translation,-60
34224,translation,-60
34225,translation,-2088
34226,translation,100
34227,translational,-2068
34228,translational,-44
34229,translational,-220
34230,translational,-60
34231,translational,-1532
34232,translational,-1532
34233,transmission,-1932
34234,transmission,-220
34235,transmission,140
34236,transmission,-500
34237,transmission,40
34238,transmission,40
34239,transmission,-400
34240,transmission,100
34241,transmission,-1532
34242,transmission,140
34243,transmit,-400
34244,transparent,-44
34245,transport,-220
34246,transport,140
34247,transport,-500
34248,transport,-100
34249,transport,-268
34250,transport,-60
34251,transport,-1712
34252,transport,-60
34253,transport,-220
34254,transport,140
34255,transport,-100
34256,transport,-100
34257,transportation,-44
34258,transportation,-44
34259,trauma,140
34260,travel,-3132
34261,travel,-268
34262,travel,-244
34263,travel,-300
34264,travel,-100
34265,treat,100
34266,treated,-2088
34267,treatment,-1932
34268,treatment,-220
34269,treatment,140
34270,treatment,-100
34271,treatment,-140
34272,treatment,1669
34273,treatment,-300
34274,treatment,-20
34275,treatment,-60
34276,treatment,-220
34277,;,140
34278,treatments,140
34279,treatments,140
34280,treatments,-244
34281,treatments,1669
34282,treatments,-20
34283,treatments,100
34284,treegreen,-400
34285,trelleborg,140
34286,tremors,-244
34287,trends,-2088
34288,trends,-60
34289,trends,-100
34290,trends,-2088
34291,trends,100
34292,trent,-420
34293,trial,-220
34294,trial,-44
34295,trial,1669
34296,trial,-60
34297,trial,-300
34298,trial,-300
34299,trialled,140
34300,trialled,1669
34301,trialling,-2088
34302,trials,-220
34303,trials,-268
34304,trials,-268
34305,trials,-220
34306,trials,-400
34307,trials,60
34308,trials,100
34309,trials,-220
34310,trials,140
34311,trials,-60
34312,;,-400
34313,triggers,1669
34314,tri-lateral,0
34315,triple,-244
34316,tritech,-60
34317,tritium,-3266
34318,trl,-140
34319,trl/,-420
34320,trls,-60
34321,troscopy,-340
34322,troubleshooting,1669
34323,trucks,-60
34324,true,-220
34325,true,-734
34326,true,60
34327,trust,-220
34328,trust,140
34329,trust,40
34330,trust,-44
34331,trust,-734
34332,trust,-460
34333,trust,-1934
34334,trust,-60
34335,trust,40
34336,trust,0
34337,trust,-20
34338,trusted,-1532
34339,trusting,-3132
34340,trusts,0
34341,trusts,0
34342,trusts,-220
34343,trw,-500
34344,tsb,-1932
34345,tsb,-220
34346,tsb,-500
34347,tsb,-340
34348,tsb,-100
34349,tsb,40
34350,tsb,-220
34351,tsb,-400
34352,tsb,1669
34353,tsb,-60
34354,tsb,-20
34355,tsb,-1712
34356,tsb,-60
34357,tsb,60
34358,tsb,-300
34359,tsb,-300
34360,tsb,-1532
34361,tsb-,1669
34362,tsb,-244
34363,tsb,-500
34364,tsb,-734
34365,tsb,-460
34366,tsb,-400
34367,tsb,0
34368,tsb,-1532
34369,tsb,-220
34370,tsb,-140
34371,:,-60
34372,tsb-supported,-300
34373,tsb-supported,-300
34374,chu,-60
34375,tslg,-220
34376,ttom,-1934
34377,tube,140
34378,tubules,-300
34379,tuesday,140
34380,tullow,-60
34381,tuneable,-400
34382,tunnel,140
34383,turbine,-420
34384,turbine,-500
34385,turbine,-220
34386,turbine,-400
34387,turbine,-2088
34388,turbines,-420
34389,turbines,-2088
34390,turbines,-1532
34391,turbines,-420
34392,turbines,140
34393,turbines,140
34394,turbogenerator,-60
34395,ture,-340
34396,turing,-244
34397,turn,40
34398,turn,-60
34399,turn,-1532
34400,turnover,-100
34401,turnover,-268
34402,turnover,-734
34403,turnover,-460
34404,turnover,1669
34405,turnover,-60
34406,turnover,-20
34407,;,1669
34408,tutorial,40
34409,tv,-340
34410,tv,-460
34411,tv,-400
34412,tv,-20
34413,tv,-1712
34414,tv,-2088
34415,tv,100
34416,tv,-460
34417,tv/radio/print,-244
34418,twelve,-340
34419,twenties,-400
34420,twenty,-420
34421,twenty,0
34422,twenty,-60
34423,twenty,100
34424,twi,-420
34425,twi,-20
34426,twi,-20
34427,twi,-100
34428,twi,-20
34429,twi,-100
34430,twi,-20
34431,twi,-100
34432,twice,100
34433,twice,60
34434,two,-1932
34435,two,-220
34436,two,-220
34437,two,-220
34438,two,-420
34439,two,140
34440,two,-500
34441,two,-340
34442,two,-3132
34443,two,-100
34444,two,40
34445,two,40
34446,two,-44
34447,two,-244
34448,two,-220
34449,two,-460
34450,two,-400
34451,two,-400
34452,two,-140
34453,two,-1934
34454,two,0
34455,two,1669
34456,two,-300
34457,two,-60
34458,two,-291
34459,two,-100
34460,two,-100
34461,two,-60
34462,two,100
34463,two,-60
34464,two,-300
34465,two,-300
34466,two,-300
34467,two,-300
34468,two,-1532
34469,two-day,100
34470,two-motor,-100
34471,two-way,-400
34472,two-year,-340
34473,ty/university,-340
34474,tyco,140
34475,tyco,-60
34476,type,140
34477,type,-1712
34478,type,-60
34479,type,-60
34480,types,140
34481,types,-500
34482,types,40
34483,types,-3266
34484,types,-734
34485,types,-460
34486,types,-400
34487,types,-1934
34488,types,-60
34489,types,-1712
34490,types,-100
34491,types,100
34492,types,-60
34493,types,-300
34494,types,-300
34495,typical,-734
34496,typically,-420
34497,typically,-340
34498,typically,-400
34499,typically,-300
34500,typically,-60
34501,typically,-1532
34502,tyres,-300
34503,tyrrell,-2068
34504,u,140
34505,u2t,-220
34506,ucam,140
34507,ucam,140
34508,ucam,140
34509,ucam-owned,140
34510,chu,140
34511,uch,100
34512,ucl,-1932
34513,ucl,60
34514,ucl,-1932
34515,ucl,-1932
34516,ucl13-sch,-1932
34517,ucl13-see,-1932
34518,ucl-aeroflex,-1932
34519,uclan,140
34520,uclan,140
34521,chu,140
34522,uclb,-1932
34523,uclb,-1932
34524,chu,-1932
34525,ug,40
34526,uk,-2068
34527,uk,-1932
34528,uk,-220
34529,uk,-220
34530,uk,-420
34531,uk,140
34532,uk,140
34533,uk,-500
34534,uk,-340
34535,uk,-3132
34536,uk,-100
34537,uk,40
34538,uk,-268
34539,uk,-44
34540,uk,-244
34541,uk,-3266
34542,uk,-220
34543,uk,-734
34544,uk,-460
34545,uk,-400
34546,uk,-140
34547,uk,-1934
34548,uk,0
34549,uk,1669
34550,uk,-300
34551,uk,-60
34552,uk,-20
34553,uk,-291
34554,uk,-1712
34555,uk,-100
34556,uk,-60
34557,uk,-2088
34558,uk,100
34559,uk,-60
34560,uk,-300
34561,uk,-300
34562,uk,-1532
34563,uk,-420
34564,uk,40
34565,uk,-220
34566,uk,-60
34567,uk,-220
34568,uk,-420
34569,uk,140
34570,uk,-500
34571,uk,-3132
34572,uk,-100
34573,uk,40
34574,uk,-1934
34575,uk,-60
34576,uk,-20
34577,uk,-291
34578,uk,100
34579,uk,60
34580,uk,-420
34581,uk,140
34582,uk,-100
34583,uk,-44
34584,uk,-220
34585,uk,-140
34586,uk,-60
34587,uk,-2088
34588,uk,100
34589,uk,-60
34590,uk,-1532
34591,uk/eu,-340
34592,uk/ireland,-60
34593,uk/pct,-340
34594,ukaea,-3132
34595,ukas,-100
34596,uk-based,-1934
34597,uk-china,-400
34598,uk-leading,-44
34599,ukti,-400
34600,ukti,-140
34601,ukti,-60
34602,chu,-1932
34603,chu,-268
34604,chu,-244
34605,chu,-60
34606,chu,-20
34607,chu,100
34608,wo,-3266
34609,ulster,0
34610,ulster,0
34611,:,0
34612,chu,0
34613,ultimate,-140
34614,ultimately,140
34615,ultimately,60
34616,ultra,-291
34617,ultra,-60
34618,ultra,60
34619,ultracane,-340
34620,ultradexlu,-300
34621,ultrafast,-244
34622,ultra-high,-220
34623,ultra-high,60
34624,ultraprecision,60
34625,ultra-precision,60
34626,ultra-sensitive,-2088
34627,ultrasonic,-340
34628,ultrasonic,-400
34629,ultrasonics,-340
34630,ultrasonics,-340
34631,ultrasonics,-400
34632,ultrasound,-400
34633,ultrasound,-60
34634,ultrasound,-400
34635,chu,40
34636,umicore,-100
34637,umip,-100
34638,umip,40
34639,un,-300
34640,un,-300
34641,unclonable,-60
34642,under,-1932
34643,under,-420
34644,under,140
34645,under,-500
34646,under,-500
34647,under,-340
34648,under,-244
34649,under,0
34650,under,1669
34651,under,-20
34652,under,-291
34653,under,-1712
34654,under,-100
34655,under,-2088
34656,under,60
34657,under,-300
34658,under,-300
34659,undergoing,-44
34660,undergoing,-244
34661,undergoing,-60
34662,undergraduate,-1932
34663,undergraduate,-44
34664,undergraduate,0
34665,undergraduate,-60
34666,undergraduate,-60
34667,underground,-220
34668,underground,-220
34669,underlying,-60
34670,underpin,-420
34671,underpin,-3132
34672,underpinned,-1932
34673,underpinned,140
34674,underpinned,-1712
34675,underpinned,-300
34676,underpinned,-300
34677,underpinning,-2068
34678,underpinning,-420
34679,underpinning,-340
34680,underpinning,-3132
34681,underpinning,-268
34682,underpinning,-300
34683,underpinning,-20
34684,underpinning,-1712
34685,underpinning,-60
34686,underpinning,60
34687,underpinning,-1532
34688,underpins,-2068
34689,underpins,140
34690,underpins,-300
34691,underpins,-300
34692,understand,-220
34693,understand,-100
34694,understand,-460
34695,understand,-140
34696,understand,-20
34697,understand,-100
34698,understand,-1532
34699,understanding,-220
34700,understanding,-220
34701,understanding,-420
34702,understanding,140
34703,understanding,-100
34704,understanding,-268
34705,understanding,-44
34706,understanding,-244
34707,understanding,-3266
34708,understanding,-3266
34709,understanding,-734
34710,understanding,-140
34711,understanding,1669
34712,understanding,-60
34713,understanding,-2088
34714,understanding,60
34715,understanding,-60
34716,understanding,-300
34717,understanding,-300
34718,understood,-100
34719,understood,100
34720,undertake,-1932
34721,undertake,-220
34722,undertake,-220
34723,undertake,-340
34724,undertake,-100
34725,undertake,40
34726,undertake,-268
34727,undertake,-44
34728,undertake,0
34729,undertake,1669
34730,undertake,-291
34731,undertake,-60
34732,undertake,-300
34733,undertake,-300
34734,undertake,-1532
34735,undertaken,-500
34736,undertaken,-3132
34737,undertaken,-100
34738,undertaken,-44
34739,undertaken,-734
34740,undertaken,1669
34741,undertaken,-20
34742,undertaken,-100
34743,undertaken,-2088
34744,undertaken,60
34745,undertaken,-60
34746,undertaken,-300
34747,undertaken,-300
34748,undertaken,-60
34749,undertakes,-500
34750,undertakes,-268
34751,undertakes,-60
34752,undertaking,140
34753,undertaking,40
34754,undertaking,-268
34755,undertaking,-460
34756,undertaking,-60
34757,undertaking,-1712
34758,undertaking,-100
34759,undertaking,-2088
34760,undertaking,-1532
34761,undertook,-268
34762,undertook,1669
34763,underwater,-220
34764,underwater,-220
34765,underwater,-220
34766,underwater,-60
34767,underway,-220
34768,underwriting,-420
34769,undoubtedly,140
34770,unforeseen,-420
34771,unforeseen,-340
34772,uniform,40
34773,unilever,60
34774,unilever,-500
34775,unilever,-3132
34776,unilever,60
34777,unimagined,-734
34778,unipart,-1712
34779,unique,-420
34780,unique,140
34781,unique,-500
34782,unique,-100
34783,unique,-268
34784,unique,-44
34785,unique,-244
34786,unique,-220
34787,unique,-460
34788,unique,-460
34789,unique,-1934
34790,unique,0
34791,unique,-20
