contributions,-5744
contributor,-151
control,-8744
controllable,-3266
controlled,1729
controls,140
controversy,140
convenor,80
conventional,80
conversion,-2048
converter,100
converters,-520
convertible,140
convincing,-244
cooling,-280
cooperation,-80
coordinate,-2392
coordinated,-2991
coordinates,1078
coordination,-3592
coordinator,-2452
copyright,-100
core,-10897
cores,-60
corn,0
cornelius,-20
cornell,140
corning,-20
coronary,0
corpora,-440
corporate,-5518
corporation,-3812
corporations,-464
correcting,-44
correction,-44
correlation,-20
corresponding,-3132
corridors,-60
corrosion,-805
corus,-2548
cost,-4287
cost-effectiveness,-220
cost-risk,-1712
costings,1669
costly,-268
costs,-4104
cotton,120
could,-2356
council,-4690
councils,-5018
countries,-1655
counts,100
couple,-60
coupling,-3132
course,-2232
courses,-4125
court,-1712
courts,1669
cover,-3232
coverage,-4404
covered,-1932
covering,-2585
covers,-620
covesion,-460
cow,-400
cpd,-3276
cpe,-873
cpi,-2054
crafted,-1532
crafts,-734
cranes,1669
cranfield,-600
cre-,-340
create,-10719
created,-8311
creates,-600
creating,-5558
creation,-9821
creative,-395
creativeworks,-873
creativity,-734
creators,60
crediting,40
credits,-291
creep,-20
crime,-740
criminal,-600
crises,-460
criteria,-2403
criterion,-4020
critical,-4523
critically,-420
cross,-3326
cross-border,0
cross-disciplinary,-944
cross-disiplinary,-400
cross-industry,-1712
cross-school,-500
crossley,40
crtb,-88
crucial,1249
crucially,-240
crucible,-2088
crystal,-2508
crystals,-420
cs,-131
cs-1,-200
cs-2,-200
cs4fn,-291
csaos,-660
csc,-600
cscan,-132
csit,-180
csp,200
cspd,-440
csr,-200
css,180
ct,-100
cto,-600
culham,-3866
culminated,-220
cultivate,140
cultivates,140
cultivating,-794
cultivation,-734
cultural,-2187
culture,-1607
cultures,-978
cumbrian,-60
cuming,-220
cummins,-340
curie,-4858
curiosity-driven,-60
currency,-44
current,-14026
currenthuo,-3266
currently,-13571
curriculum,-291
curzon,-291
cussons,-100
customer,2678
customers,-1008
customisation,0
customised,-220
customs,-340
cutting-edge,-44
cvd,-3266
cvssp,-140
cwieme,-460
cyber,-795
cybernetic,-244
cybersecurity,-44
cyborg,-244
cycle,-460
cyclotron,-420
cygnet,-100
cygnet-tex-web,-100
cylab,-60
czernuszka,-536
d,-28672
d-tacq,-400
d10116,40
d3o,-300
d5,-2068
daad,-220
daffey,100
dagnachew,-500
daily,-380
daimler,-3266
dalian,-268
dalton,-60
damage,-3146
damage-tolerant,-20
damaging,-420
damp-proof,-20
danang,-1532
dandan,140
danish,-1712
daresbury,-3132
darlington,-460
darwazeh,-1932
data,-4094
database,-294
dataset,-244
datasethuo,-244
datasets,-244
date,-8624
dates,-1532
datum,0
david,-2332
davies,-460
day,-9992
day-to-day,1709
days,-9994
dayshuo,-244
dbdm,-1468
dc,40
de,-44
de-,-340
de-mining,-300
deadline,-1532
deadlines,-312
deafness,-244
deal,-280
dealing,0
deals,-128
dean,-340
deans,-2172
death,280
deaths,140
debate,-1572
debates,140
dec,140
dec-09,-400
dec-10,-400
dec-11,-320
decade,-2366
decades,-1532
decc,-2152
december,-2223
decision,18
decision-makers,-268
decisions,-560
decommissioning,-6088
decontamination,280
dedicated,-9194
dedicating,-128
dedication,140
deep,-1058
deepen,-511
deeper,-20
defect,-60
defects,-2374
defence,-21128
defence/security,-2088
defendants,-600
defense,-340
defibrillator,0
define,-384
defined,-3238
defining,-1932
defra,40
degenaar,-60
degradation,-840
degrasense,-300
degree,-1532
degrees,-60
dek,-500
del,0
delco,-3132
delegate,-1812
delegated,-268
delegates,-4856
delegation,-20
delft,-60
deliberate,-1880
deliberately,-1712
deliver,-3873
deliverable,-400
delivered,-5557
delivering,-6114
delivers,-1932
delivery,-1369
demand,721
demands,-2068
dementia,-220
demonstrate,-3295
demonstrated,-16084
demonstrates,-1932
demonstrating,-5350
demonstration,-2174
demonstrations,-2088
demonstrators,-960
demosthenoushuo,-1932
denced,-340
dennis,100
denso,-3132
dental,-1356
dentinal,-300
dentistry,-268
department,-27646
departmental,-8350
departments,-6216
depend,-340
dependence,140
depending,-120
deployed,-764
deployment,-4508
depositing,-300
deposition,-8406
deprived,0
dept,-260
depts,-1572
deputy,-2148
derelict,-60
derivatives,0
derived,1269
deriving,-220
dervatives,60
des,-734
describe,-674
described,-14706
describes,-5028
describing,-291
design,-10587
design-and-make,-420
design-led,-500
design/control,-100
designated,-164
designation,-600
designed,-4354
designer,-220
designers,-100
designhuo,-400
designing,-1125
designs,-5590
desire,-220
despite,-220
destructive,-400
desulphurisation,140
det,-20
detail,-1792
detailed,-1407
details,725
detec-,-340
detect,-340
detecting,-2132
detection,-5508
detector,-220
detectors,-536
determination,-200
determine,-1251
determined,-1932
deterrent,-1712
deutsche,-1932
develop,-24856
developed,-20776
developers,-220
developing,-23224
development,-45272
development/accident,1669
developmental,-60
developmenthuo,60
developments,-5440
develops,-3894
device,-2828
device-scale,1669
devices,-19422
devices/systems,-60
dga,-420
dhs,-268
dhs-,-268
di,-460
di-,-340
diabetes,140
diagnosing,140
diagnosis,-2392
diagnostic,-660
diagnostics,-7038
dialog,-1712
dialogue,-600
dialogues,-734
diamond,-2620
diasens,-1532
dic,-80
did,-1932
diego,-60
dielectric,-2328
dielectric/tunable,-220
dielectrics,-2288
difference,-1934
different,-4453
differently,-100
difficult,140
difficult-to-process,-420
diffraction,-3306
diffractometer,-40
diffuse,-594
diffusion,-440
digesters,140
digital,-6938
diligence,-608
dimensions,-2068
dinner,140
direct,-24529
direct-drive,-220
directed,-63
direction,-260
directions,-60
directives,-1712
directly,-12668
director,-5474
director/,-1712
directorate,-104
directors,-2476
directorships,40
directory,-44
disability,-244
disabled,-488
disaster,-280
disbursing,-400
disc-to-disc,-420
discharges,-1712
disciplinary,-2148
discipline,-3216
discipline-specific,40
disciplines,-471
disclosure,-2092
disclosures,-2586
discounts,-2088
discovered,140
discoveries,-1932
discovering,-360
discovery,-3642
discovery-led,-1020
discretionary,-268
discuss,-4822
discussed,-2332
discussing,-140
discussion,-3944
discussions,-3152
disease,-2492
diseases,-104
disjoint,-60
disk,-400
disney,-220
disorders,-244
dispersion,140
dispersions,140
display,-4568
displays,-1240
disposable,-160
disposal,-734
dispute,-2088
disputes,-2088
disruptive,-3342
disseminate,725
disseminated,-2588
disseminating,-300
dissemination,-13070
dissertation,40
distance,-1712
distinct,-420
distinctions,-60
distinctive,-1031
distinguished,-400
distributed,-931
distributing,-1712
distribution,-4224
diverse,-3381
diversify,1401
diversity,-778
divide,40
divided,-460
division,-2880
dixon,-3424
djambazov,-500
dk-as-5sgxea7n,-60
dlr,-500
dmist,40
dms-qualitrol,-400
dmsm,560
dmsm-invented,140
dna,100
dnv,-20
do,-260
docks,-3132
doctoral,-4163
doctorate,-2112
doctorates,-2548
document,-3132
documentaries,-460
documents,40
dod,-1000
doe,-291
does,-20
doing,-1756
dollar,140
domains,-1988
domestic,-9664
don-,-340
donations,0
doncasters,-420
door,140
doorstep,140
doosan,-20
dosimetry,-1932
dot,-220
doubling,-460
dow,-20
down,-300
down-stream,-220
downes,-100
downloaded,-535
downloads,-291
dr,-8588
draft,-4600
drafting,-1932
drama,-582
draw,-220
drawing,-2480
drawing-through,-220
drawn,-720
draws,-1932
drayson,100
drc,-6204
dressing,-340
drew,40
driers,-60
drilling,60
drink,-100
drinks,-100
drive,-5594
driveline,-220
driven,-1319
driver,-420
drivers,-2068
drives,-4393
drivetrains,-220
driving,-600
drop-in,-2088
drs,-2088
drug,1509
drugs-of-abuse/explosive,-340
dsm,-300
dsp,40
dstl,-13246
dta,-600
dtag,-1712
dtc,-1194
dti,0
dti-funded,-600
dubai,-500
dubal,-500
due,-7268
dunlop,-600
dunn,-300
dupont,-1934
durable,-220
durham,60
during,-15546
dust,-1532
duties,-3779
dvb-sh,-140
dye,-2088
dyes,140
dynamic,-3686
dynamics,-443
dyneema,-300
dyson,-180
dyson-funded,-60
e,-2489
e-,-60
e-agri,40
e-learning,-244
e-mote,-60
e-motes,-60
e-procurement,-244
e-storage,100
e-training,140
e6,-268
each,-9033
eads,-5484
eames,-1712
ear,1378
earlier,60
earliest,1449
early,-16760
early-stage,-300
earmarked,-291
earned,1669
earth,-968
eas,-1532
easier,40
east,-2843
easy,-1532
easy-to-use,40
ebitrack,-44
ebn,0
ec,-3126
eca,-60
ecg,-220
echa,0
echnology,-60
ecit,-180
ecit/csit,-60
ecom,-400
ecome,60
economic,-20548
economical,60
economically,-100
economics,-1712
economies,-3266
economy,-13911
ecosystem,0
ecotech,-500
ecre,0
ecrs,-220
ecs,-1840
ecure,-140
ed,-440
edf,-4226
edge,-60
edge-roll,60
edges,60
edical,-1532
edinburgh,-4572
edits,140
educated,-100
educates,-100
educating,-220
education,-8390
educational,-1280
edwards,-4844
ee,-291
eece,-1320
eecs,-1164
eecs-led,-291
eecs=26,-291
eecs=4,-291
eecs=68,-291
eee,-2052
eeps,80
eera,-268
eet,40
effect,-60
effected,-1140
effecting,-1932
effective,-9087
effectively,-23
effectiveness,-6448
effects,-1872
efficacy,-1932
efficiency,-5600
efficient,-10889
efficiently,-600
effort,-1932
efforts,-6454
eg,-27225
egnitech,-600
eh/1/7,-220
ehiasarian,1669
ehicle,-100
ehl,-340
ei,60
eight,-1071
eil,-120
either,-1159
ekt,-340
ektn,-244
elebrating,-1532
elections,140
electives,-1932
electric,-2280
electrical,-21916
electricity,-3512
electrification,100
electro,60
electro-optic,-100
electro-physiology,0
electro-technology,-460
electrochemistry,140
electrodes,-640
electrolysis,-500
electromagnetic,-7862
electromagnetics,-60
electron,-180
electronic,-23050
electronic-manufacturing,-600
electronica,-500
electronics,-29236
electronics/communications,-2088
electronicshuo,-600
electrostatics,-600
electrotechnical,-1932
elektron,-100
element,-3371
elements,-4412
elevated,0
eli,-244
elips,-500
elite,-420
elkem,140
elsewhere,-2952
elt,60
embassy,-43
embed,-3296
embedded,-5230
embedding,-3606
ember,-220
embodiment,-1712
embrace,-1194
embraced,100
embraces,40
emc,-2128
emd,-220
emerge,-80
emerged,-460
emergencies,-2088
emergency,-220
emergent,60
emerging,-2796
emerson,-220
eminence,140
emisens,-6264
emission,40
emissions,-2468
emphasis,-2923
emphasise,-2088
emphasised,-420
emphasises,-748
emphasising,-44
employ,-4600
employability,-220
employed,-3721
employees,-3220
employers,-504
employing,-3268
employment,-1516
employs,-4064
empower,-1712
emulate,-734
emulation,-100
emulsions,140
en-,-340
enable,-11957
enabled,-10862
enables,421
enabling,-5436
enacted,-1932
enbridge,-340
encapsulates,-600
encehuo,-220
enclosures,-4136
encompass,-540
encompasses,-180
encompassing,-340
encourage,-8283
encouraged,-7388
encouragement,-3352
encourages,-7975
encouraging,-1976
encryption,-400
end,-10886
end-region,-60
end-user,1109
end-users,-7639
endeavour,-1051
endeavours,-220
endorsed,-1932
endowment,0
ends,-244
endview,-500
eneralised,-500
energy,-38946
energy-efficient,140
engage,-11546
engaged,-9589
engagement,-16851
engagements,1429
engages,-1214
engaging,-8922
engd,-4426
engds,-400
engi-,-340
engin-,-20
engin-x,-20
engine,-1092
engineer,-734
engineered,-340
engineering,-52739
engineering-,-220
engineering-based,0
engineering-clinical,0
engineers,-7874
engineershuo,40
engines,-4476
england,-264
enhance,-11877
enhanced,-7682
enhancement,-2135
enhancements,1669
enhances,-600
enhancing,-1772
eni,-3132
enjoyed,-1934
enormous,-460
enquiry,-291
enquiry-based,-291
ensorless,-60
ensure,-13563
ensured,-2272
ensures,-508
ensuring,-6545
entering,-220
enterprise,-29937
enterprise-related,140
enterprises,-2466
enterprising,-220
enthusiasm,-120
enthusiastically,-560
entire,-2272
entirely,-1832
entity,-460
entrants,-60
entre,-600
entrepreneurial,-2732
entrepreneurs,-380
entrepreneurship,-4315
entres,-600
entry,-420
environment,-9867
environmental,-18918
environmentally,-3986
environments,-7270
envirowatch,-60
envisaged,-420
enw,-3132
enzymatic,140
eon,-2172
ep/c52330x,-220
ep/c534212,-500
ep/d076676,-340
ep/d505011,-500
ep/e001696,-340
ep/e007198,-340
ep/g032483,-340
ep/g501726/1,1669
ep/h003398,-340
ep/h040536,-340
ep/h50009x/1,-400
ep/i012966/1,-100
ep/i01764x/1,0
ep/i018328/1,-734
ep/i038543/1,-300
ep/i500928,-340
ep/k00588x/1,-500
ep/k016873,-340
ep/k503861/1,-400
ep/k504361/1,-500
ep/l010607/1,-200
epic,-60
epidemiological,-44
epilepsy,-120
epitaxy,40
epoch,140
eprint,40
eprints,-460
eprsc,-220
eps,-460
epsrc,-11398
epsrc-funded,-1892
epsrc-vesi,-100
epsrc/dti,-1934
epsrc/gchq,-60
epsrc/rolls-royce,-420
epsrc/tsb,-60
epsrcs,-691
equal,-220
equalisation,-500
equalizer,-500
equally,-420
equip,-220
equipment,-18171
equipped,180
equitable,140
equity,-1792
equivalent,-460
era,-460
erasmus,-291
erasure,-734
erbium,-300
erc,100
erdf,-1992
erdf-funded,1069
eri,0
eric,100
ericsson,-4580
error,-44
error-causing,-734
errors,-291
ervitech,100
esa,-5740
escalate,1669
escalation,1669
esearch,-1532
esf,-2688
esign,-420
eso,60
esp,-1932
especially,1061
essential,1189
est,-384
establish,-9115
established,-12382
establishing,-12478
establishment,-10830
estimated,-978
estimating,-220
estimation,-500
et,-734
etc,-2508
etd,-40
ethernet,-400
ethos,-2114
etrc,-60
etri,-200
ets,-800
ets2009,-244
etsi,-2068
etter,-2088
eu,-18648
eu-40,-2088
eu-funded,1669
eu/esa,-140
eu/fp7,-400
eu/us,-340
euneccom,-220
eur,-1532
eurofighter,-500
euronext,-60
europe,-9621
europe-wide,-600
european,-12558
euspen,-600
eutron,-20
ev,-100
eva,140
evaluate,-780
evaluated,-2032
evaluation,-5262
even,-3566
event,-4099
events,-23244
eventual,-1852
eventually,-1576
ever,-1834
everard,-2068
every,-3132
evi-,-340
evidence,-5665
evidence-based,140
evidenced,-3996
evidencing,-7266
evident,-2152
evinced,-460
evolution,-400
evolve,-2394
evolved,-184
evolving,-460
evoque-e,-60
evs,-100
ex,140
ex-,-340
examination,-400
examine,-140
examiner,-44
examines,-1572
examining,-20
example,-33040
examples,-22137
exceed,-100
exceeds,40
excellence,-15689
excellencehuo,-60
excellent,-3670
exception,-2088
exceptional,1669
exceptionally-challenging,60
excess,-760
exchange,-15840
exchangehuo,-1932
excise,-340
excite,140
excitement,100
exciting,-4993
excluding,-1712
exclusive,-220
executed,-820
executive,-5800
executives,140
exemplar,-1554
exemplars,-2039
exemplification,-600
exemplified,-3753
exemplifies,-4563
exemplify,-1122
exemplifying,-100
exercise,120
exercises,-2088
exeter,60
exhibit,1565
exhibited,-1934
exhibition,-1518
exhibitions,-5888
exhibits,-200
exist,-820
existence,-240
existing,-13302
exit,-200
exomet,-500
expand,-7800
expanded,-5844
expanding,-4926
expansion,-6168
expect,-20
expected,-3003
expecting,-300
expenditure,-734
expenses,-100
experience,-10208
experienced,-5632
experiences,-60
experiment,-220
experimental,-3406
experimentation,-1612
experiments,-300
experimentshuo,-244
expert,-12408
experthuo,-291
expertise,-23224
experts,-778
explain,-300
explained,-100
explains,-1532
explicit,40
explicitly,-3464
exploit,-7848
exploita-,-340
exploitable,-1712
exploitation,-27007
exploited,-8234
exploiting,-5207
exploits,-4444
exploration,-544
explore,-3948
exploring,-2628
exploristics,0
explosions,140
explosive,-2088
explosives,-2428
exports,-244
exposed,-1988
exposure,-480
express,-460
expressed,-420
extend,-1259
extended,-7226
extending,-4850
extends,-400
extension,-4206
extensions,-20
extensive,-2011
extensively,-2272
extent,0
external,-15056
externally,-3072
extra,60
extra-academic,-1932
extraction,96
extreme,-2148
extremely,-2572
eyes,280
f,-873
fab,-3424
fabrication,-5360
fabrics,-300
face,-280
facebook,-802
facet,-1932
facets,-1932
facilitate,-7296
facilitated,-6750
facilitates,-4856
facilitating,-6558
facilitation,-60
facilitator,140
facilities,-29203
facility,-4975
facing,-2797
fact,-2072
fact-finding,-268
factor,-4183
factors,-263
factory,-100
facul-,-340
faculties,-291
faculty,-4563
faculty-financed,-20
faculty/university,-340
failure,-980
fair,40
fair-market,-1932
fairbanks,-3132
fairhuo,-460
fairly,140
fairs,1609
fall,100
falling,140
falls,-244
families,-3446
family,-460
famobs,-1000
fan,-200
fap7,-20
far,-7624
farapack,-300
farming,-400
farms,-280
farnborough,0
fast,-420
fast-track,-1932
fastest,-2088
fault,-1712
faults,-220
faulty,-460
favour,-2088
favourable,-1712
fdi,-120
fds,280
fe,-100
feasibility,-1454
feasible,-1932
feature,-3772
featured,-3980
features,-1324
featuring,-100
feb,-500
february,1669
fed,-80
fee,-520
feed,1469
feedback,-999
feeding,-60
feeds,-1712
feedwater,140
feel,-60
fees,1165
fellow,-7176
fellows,-3164
fellowship,-7655
fellowships,-5107
felt,80
fence,-220
ferrite,-60
ferroelectric,-300
ferryman,-488
festival,-4186
festivals,-351
few,-340
ffi,120
fianium,-460
fiat,1669
fibre,-4044
fibres,-1060
fidessa,-60
field,-664
fieldhuo,-60
fields,-2252
fierce,140
fifty,-60
figure,-665
file,-1932
filed,-4896
filing,-1064
filings,-2356
fill,140
film,-6462
films,-9402
filters,-804
filtronic,-400
final,-2773
finale,-220
finalist,-600
finally,-3072
finals,140
finance,-4006
financed,1669
financial,-6579
find,-2223
find/build,-340
finding,-1752
findings,-1243
finds,-60
fine,200
finite,-60
fire,560
fire-safe,40
fired,-2088
fires,280
firmly,-220
firms,-351
first,-7235
first-class,-1934
first-timehuo,-420
firstly,-200
firth,240
fisheries,-1712
fisicaeu,60
fissile,-100
fit,-291
fitzpatrick,-40
five,-9591
five-year,-100
fixed,-1712
flagged,-44
flagship,-3723
flammability,140
flash,-100
flat,-60
flax,-300
fledgling,100
fleets,-220
flex-,-60
flex-life/material/cost,-60
flex-no-lead,-500
flexibility,-2051
flexible,-8354
flexibly,-60
flextech,-600
flight,-3132
flights,-1932
flish,-60
floated,-460
flomerics,-500
floor,140
floorhuo,-100
flooring,-300
flotherm,-500
flow,589
flower,-2088
fluid,-60
fluids,280
flywheel,-220
fmb,40
foam,140
focal,-300
focus,-14172
focused,-15583
focuses,-6078
focusing,-220
focussed,-4264
focussing,-1532
foetal,-44
follow,-3537
follow-on,-1480
follow-through,-4120
follow-up,1425
followed,-3096
following,-20936
follows,-920
food,360
foods,60
foot-,-340
foote,-1532
footfall,935
footprint,-584
for,-36624
fora,140
force,-5868
ford,-1964
forefront,-420
foreign,-2168
forensic,1501
forensics,1209
foreseen,-300
foresight,-163
forest,-120
forestry,-120
forge,-1932
forged,-220
forging,-291
form,-5100
formal,-9644
formalised,-2072
formally,-1492
formation,-10708
formed,-4246
former,-1220
formerly,-5280
formers,-100
forming,-2740
forms,-5938
formulaically,-220
formulate,-1712
formulating,-140
formulation,-2548
formulations,200
forsyth,40
forte,-220
forthcoming,-220
fortunate,140
forty-five,-420
forum,-5232
forums,-580
forward,-8244
forwardhuo,-340
forysiak,-1532
fossil,-40
foster,-5254
fostering,-920
found,-2103
foundation,-484
founded,-5924
founder,-5217
founding,-1460
foundries,-500
foundry,-280
four,-6661
four-university,0
four-year,-20
fourteen,-420
fourth,-420
fourth-year,40
fp6,1169
fp7,-5192
fpga,100
fpgas,-400
fpri,-120
fpse,-1380
fr,-1000
fracking,140
fraction,-460
fracture,-140
frame,-328
framework,-5822
framework/,-3266
frameworks,-1712
framing,-220
france,-3100
francisco,-1932
fraunhofer,-220
fray,140
frazer-nash,-20
free,-104
free-space,-340
free-space/guided-wave,-340
freedom,-420
freeing,-268
freescale,-400
french,1249
freng,-140
frequency,-3408
freshfield,-500
friction,-520
friendly,-500
frm-ii,-20
from,-32905
frontier,-44
frontiers,-504
frontline,-44
fronts,-100
frs,80
fruitful,-2008
fruition,100
fs/01/01/10,-600
fs/05/01/01,-500
fte,595
ftse,-1932
fuel,-9714
fugro,-220
fujitsu,-220
fukushima,-4276
full,-3703
full-,-1932
full-cost,1669
full-day,140
full-fledged,-100
full-funding,-1712
full-range,-420
full-size,-420
full-standard,-20
full-time,-691
fuller,140
fully,-5580
fully-commercial,-220
fume,140
function,-60
functional,-4660
functionality,-200
functions,40
fund,-22345
fund-,-340
fundamental,-11336
funded,-20676
funder,-340
funders,-879
funding,-32489
funds,-6230
funky,-60
furber,-60
furnace,-500
further,-15365
furthering,-460
furthermore,-740
fusion,-6110
future,-31214
futures,3234
g,-8984
g8,-60
gaardian,-220
gabor,100
gain,40
gained,-3943
gaining,1129
gains,-420
gait,-460
galileo,-580
galis,-3864
galleries,1669
gallium,-220
game,-140
games,-220
gami,-500
gan,140
gap,-1766
gaps,-840
gas,-4264
gas-cooled,-20
gas-free,140
gas-turbines,-220
gas/ranplan,-220
gaseous,140
gasoline,-244
gasunie,-340
gates,40
gateway,-2822
gathers,1669
gatsby,-268
gave,-1952
gaydecki,40
gb,-1712
gb11193679,60
gb12227815,-300
gb13023064,60
gb13161211,60
gchq,-164
ge,-868
ge-,-500
gear,-800
gearbox,-220
gearing,-340
gearing/leverage,-1712
gelest,-40
gelexir,-100
gen,260
gencoa,-6264
gendered,-340
gene,140
geneonyx,100
general,-6011
generally,-859
generate,-4020
generated,-7284
generating,-9262
generation,-12666
generations,-588
generator,-320
generators,-60
generous,1581
genesis,40
genetic,-220
genuine,100
geography,-291
georgia,-60
geoscience,100
germains,60
german,-2308
germany,-1220
gestation,-291
get,-291
giant,-1932
gibb,-734
giddings,-600
gigabit,-400
gilden,-400
gilgor,-60
gillin,-600
girls,-291
giuliani,-2088
giustino,-268
give,-6550
given,-13812
gives,-300
giving,-1968
gl,-340
gl-groupcom,-340
glasgow,-2334
glass,-1768
glasses,-2088
glaxo,60
glaxosmithkline,-200
glazing,-300
glintt,-220
global,-9496
global-scale,-220
globalisation,-2088
globally,-1080
globe,-2088
glycogen,140
goal,-920
goals,-824
going,649
goldsmiths,1669
gone,-2048
gooch,60
good,-5852
goodall,-1712
goodrich,-60
google,-2914
gottschalg,-1712
gou,-500
governance,-734
government,-21230
government-,100
government-funded,-1100
governmental,-2552
governments,-6930
gp,-220
gps,-1774
gr/g36265,-500
gr/k42370,-500
gr/l97483,-500
gr/m09292,-500
gr/n14095,-500
gr/n14316,-500
gr/r09190,-500
gr/s63045,-340
grace,-4136
grades,-794
grading,-180
gradual,-420
graduate,-4932
graduated,140
graduates,-140
graduating,-2088
graduation,-44
grand,-464
granite,1669
grant,-14896
grant-funded,-44
granted,-2367
granting,-60
grants,-4318
grants/funding,-420
graphene,-2452
graphics,-60
graphite,-3546
grating,-460
gravimetric,-3266
gre,-1000
great,-1457
greater,-6068
greatest,140
greaves,-460
green,1549
greener,140
greentouch,-340
greenwich,-500
grenoble,-500
grew,140
gricultural,-400
grid,-9544
grids,-860
grieve,80
grimes,-2088
grinding,60
gripple,1229
gripplecom,-220
grobert,-536
gross,-704
ground,-80
ground-breaking,140
grounded,-244
group,-32612
grouped,-60
groupings,-940
groups,-22156
grovenor,-268
grow,-3513
growers,-120
growing,-3237
grown,-60
growth,-11136
gsk,-4676
gsm/3g,-140
gtac,-840
guarantee,-500
guardian,-2088
guidance,-13170
guide,-2568
guided,-3132
guidelines,140
guiding,-220
gurney,-244
gva,3338
gve,-1200
h,-8742
h2s,140
habit,-3266
had,-9876
hadjiloucas,-244
haigh,-100
half,-160
half-day,140
hall,-6264
hallam,1669
hamamatsu,-1932
hammersmith,100
hancock,-600
hand,-1194
handhuo,-460
handled,-2088
handles,-2088
handlinghuo,-1932
handover,-60
hands,-60
hands-on,40
hanzo,-460
happened,-60
happens,-60
haptic,-244
harada,-440
harbin,-20
harbro,-400
hard,-4850
hardware,-3152
harm,140
harmful,200
harness,40
harnessing,-220
harsh,-500
harvard,-268
harvesting,-1040
harwell,-244
harwin,-244
has,-22060
hatterboxhuo,-291
hauzer,1669
have,-21316
having,-7195
haydale,-600
hayes,140
hayeshuo,140
hazard,280
hazards,280
hci,-440
hdd,0
he,-11759
he-stem,-600
head,-618
headed,-291
headline,-291
headquarters,-1932
heads,-2436
healey,-291
health,-13473
health-related,100
healthcare,-13967
healthcare-related,1669
healthcarehuo,100
healthier,140
healthy,-60
hear,-220
hearing,-3910
heart,140
heartscape,0
heartsine,0
heat,-1597
heaters,-220
heathrow,-340
heavily,-2452
hefce,-140
hefce/,-600
hefce/hefcw,-600
hefcw,-600
heif,-1785
heif-,1669
heif5,-451
heis,-600
held,-7752
help,-9287
helped,-9295
helpful,-420
helping,-9292
helps,-2571
hemistry,140
hence,-200
hench,-2088
henkel,-500
henry,-100
henshaw,-5136
her,-2236
here,-4912
heritage,-4254
hesa,-300
heutz,-2088
hexagonal,60
hfe,-60
hi-tech,-20
hichrom,-40
hidden,-3486
hiden,-3132
hiding,-220
hifr,-20
high,-20551
high-,-960
high-calibre,-220
high-impact,-220
high-k,-100
high-level,-3132
high-performance,-1897
high-power,60
high-profile,-220
high-quality,-264
high-resolution,-600
high-strength,-300
high-tech,-160
high-technology,-160
high-temp,140
high-temperature,-20
high-voltage,140
higher,-2056
highest,-568
highlight,-580
highlighted,-4236
highlighting,-1952
highlights,-2528
highly,-11578
highly-successful,-100
hightecs,-268
hill,-100
him,-2308
hip,1669
hipims,3338
hiring,140
hirohata,-2068
his,-4714
historical,-3286
history,-291
hitachi,-2568
hite,-340
hitea,-100
hitech,-3232
hits,-2332
hm,-340
hmgcc,-340
hmh,140
hmv,-1934
hoganas,-60
hogbin,-340
hold,-3746
holders,-460
holding,120
holdings,-1932
holds,-280
holistic,-60
holograms,60
holographic,120
holographics,120
holography,60
home,-284
home/business,-400
home/eu,-420
homeofficegsigovuk,-340
honest,-60
honeywell,-591
hong,-600
honorary/visiting,-60
honoured,140
hoped,-60
hoping,-44
hopper,-60
horiba,-460
horizon,-4871
horizons,-640
horsfal,-60
hosdb,-680
hospital,-5400
hospitals,68
host,-1532
hosted,-3930
hosting,-760
hosts,-3780
hotonics,-1532
house,-12534
housed,140
housego,60
houses,140
housing,100
hovsepian,1669
how,-10229
howells,-460
however,-2412
hp,-1932
hse,-3232
htrc,-1680
hu,-1712
huang,-6264
huawei,-6272
hub,-7919
hubhuo,-60
hubs,-340
hubshuo,-340
huge,-2088
hughes,-2088
hull,140
hulls,-20
human,-2683
humans,-60
humberside,1669
humidity,-3266
humphreys,320
hundred,-1976
hunter,-340
huo,-5199
hursley,-460
hv,40
hyatt,-734
hybrid,-2968
hyderabad,140
hydraulics,3338
hydrocarbon,-3266
hydrocolloids,120
hydrogen,-7312
hygiene,-100
hyperconnected,-60
hyperspectral,-400
hyperthermia,-300
i,-13185
i-,140
i-case,-3266
i-innovations,0
i2move,100
i4i,-340
iaa,-340
iab,-14020
ib,-291
ibm,-11550
ibmm,-1200
ic,-60
icase,-2668
iceberg,140
icemos,-60
ichard,100
icheme,-734
icoe,-3132
icon,-5276
ics,-2114
icss,-1194
ict,-8867
idb,-1200
idcs,-140
idea,-3644
ideal,-3552
ideas,-6036
identifiable,-400
identification,-9300
identified,-13077
identify,-7421
identifying,-2579
identity,-524
idtechex,-600
ie,-3092
iec,-600
ieee,-3668
ieee-reliability,-500
ierc,-800
iercs,-2000
iet,-7191
if,-4068
ife,-20
ifeachor,-44
ifls,-1380
igcar,-20
igh,-520
ight,-480
igital,-60
ignal,-60
ignite,140
ignition-facility,-460
ii,-13059
iii,-12183
iiitransfer,-2088
ikc,-400
ikeda,-500
ilf,-600
ilika,-734
ill,-20
illustrate,-923
illustrated,-520
illustrates,-291
illustration,-420
illustrative,-2088
ilmenau,-220
ilot,-500
im-,-340
image,-240
imagers,-340
imagery,-244
images,-220
imagination,100
imagine,1669
imaging,-4826
imaging/spectroscopy,-340
imat,-20
imec,-400
imeche,-1712
iml,-244
immediate,-948
immpetus,-734
imocca,-500
impact,-80653
impact-,-591
impact-directed,0
impact-focused,-320
